,Sentence,Aspect Terms,Sentiment
1548,@DebbieDeeNJ @JackFerriter @oopsadoop @jkheaton @PennDragonArt morning & congrats to the eagles !,@jkheaton @PennDragonArt,NEUTRAL
1549,Congratulations & am p; Goodbye to Jordan McCollum - http://marketingtypo.com/l5Q,Jordan McCollum,POSITIVE
1550,I just ousted @tatianairuri as the mayor of Condominio Las Palmeras on @foursquare ! http://t.co/mPYwdg7h,@tatianairuri,NEGATIVE
1551,I just ousted @tatianairuri as the mayor of Condominio Las Palmeras on @foursquare ! http://t.co/mPYwdg7h,@foursquare,NEUTRAL
1552,New blog post : Cristiano Ronaldo - The best football player - tricks & am p; goal s: http://tinyurl.com/37k3fdk,Cristiano Ronaldo,POSITIVE
1553,Going to be a great @IBFinchy have a great time in the booth . Go the internationals especially our local QLD boys @PresidentsCup_,QLD,NEUTRAL
1554,It would be nice to see Giggs as manager and solskjaer as asst manager or vice versa when ferige retires .,Giggs,POSITIVE
1555,It would be nice to see Giggs as manager and solskjaer as asst manager or vice versa when ferige retires .,solskjaer,POSITIVE
1556,It would be nice to see Giggs as manager and solskjaer as asst manager or vice versa when ferige retires .,ferige,NEUTRAL
1557,"Three iPads later , other tablets still dead on arrival : By Julianne Pepitone @CNNMoneyTech March 7 , 2012 : 5 : 21 A ... http://t.co/7KKjcPN0",Julianne Pepitone,NEUTRAL
1558,Thank you to our latest Twitter Followers @TBaySports @greenpowerplan @greenlitemovie @solarelektrik @NaturalPowerUK @_ave49 #Tbay #Recycle,Twitter,NEUTRAL
1559,"People are dying in South Kordofan and Blue Nile , Sudan . Stop Bashir from getting away with murder http://t.co/gUSJLLqT",Bashir,NEGATIVE
1560,@briankimmmm Find Used 2011 Scion here http://t.co/PpB3fkOa,Scion,NEUTRAL
1561,"@WJGBalderama @AddThis ""Slick"" is way more descriptive of Romney , Bill Clinton , and Obama than Rick Perry . Rhymes don't fit reality .",Romney,NEGATIVE
1562,"@WJGBalderama @AddThis ""Slick"" is way more descriptive of Romney , Bill Clinton , and Obama than Rick Perry . Rhymes don't fit reality .",Bill Clinton,NEGATIVE
1563,"@WJGBalderama @AddThis ""Slick"" is way more descriptive of Romney , Bill Clinton , and Obama than Rick Perry . Rhymes don't fit reality .",Rick Perry,NEGATIVE
1564,the real way to build a social network - great advice from Reid Hoffman http://t.co/hn0saRec,Reid Hoffman,POSITIVE
1565,Egypt Security Forces Open Tahrir Square After Protests - Bloomberg http://bloom.bg/n6HLRm,Bloomberg,NEUTRAL
1566,"Riley Cote vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ... http://bit.ly/bDyQiB",Riley Cote,NEUTRAL
1567,"Riley Cote vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ... http://bit.ly/bDyQiB",Trevor Gillies,NEUTRAL
1568,"Riley Cote vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ... http://bit.ly/bDyQiB",Riley Cote,NEUTRAL
1569,"Riley Cote vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ... http://bit.ly/bDyQiB",Trevor Gillies,NEUTRAL
1570,"Riley Cote vs Trevor Gillies Apr 1 , 2010 : Riley Cote vs Trevor Gillies from the Philadelphia Flyers at New York Is ... http://bit.ly/bDyQiB",Philadelphia Flyers,NEUTRAL
1571,You're as Much To Blame for Facebook Ã¢ÂÂ s Privacy Woes as Mark Zuckerberg http://t.co/wGumfr0x via @slate,Facebook,NEGATIVE
1572,You're as Much To Blame for Facebook Ã¢ÂÂ s Privacy Woes as Mark Zuckerberg http://t.co/wGumfr0x via @slate,Mark Zuckerberg,NEGATIVE
1573,AUTOSAR timing models minimize ECU risks http://t.co/Naxqu3RA,AUTOSAR,NEUTRAL
1574,AUTOSAR timing models minimize ECU risks http://t.co/Naxqu3RA,ECU,NEUTRAL
1575,its coming on ! come on wagner !,wagner,POSITIVE
1576,"When are they gonna give Christiano Ronaldo an Oscar it is unfair he deserves one ! ( diva , arrogant and self- centered )",Christiano Ronaldo,NEGATIVE
1577,Another GREAT Article from Fortune Builders !! Thinking Big Enough ? $ 600k A Month Rentals,Fortune Builders,POSITIVE
1578,Casper Boxing Club Rose de-thrones Prince in Wigan ( Sky Sport ): Share With Frien ds: | | Sport ... http://t.co/icR9RriN We Teach U 2 BOX,Casper Boxing Club,NEUTRAL
1579,Casper Boxing Club Rose de-thrones Prince in Wigan ( Sky Sport ): Share With Frien ds: | | Sport ... http://t.co/icR9RriN We Teach U 2 BOX,Prince,NEUTRAL
1580,Sh . Mohammed giving his speech standing :) #UAE40 http://t.co/metDXNp2,Sh . Mohammed,POSITIVE
1581,Why Veganism ? Check out Kim Barnouin â s @SkinnyBitch Book of #Vegan Swaps & #Recipes http://t.co/Z0c3iY9w via @TheOrganicView,Kim Barnouin,POSITIVE
1582,@haxorthematrix Sounds like Leinenkugel's Sunset Wheat . The original fruity pebbles beer .,Leinenkugel's,NEUTRAL
1583,Jessica Simpson Pregnancy Cravings Do Not Include Pizza : What She Wants Instea d: Jessica Simpson is pr ... http://t.co/vnahvqOr pregnancy,Jessica Simpson,NEUTRAL
1584,"U.S . officials told The Wall Street Journal that the craft could have been ""an unmanned reconnaissance plane that ... http://t.co/vFpzIN0C",The Wall Street Journal,NEUTRAL
1585,"Luke Donald starts defence of PGA money title : It gave him the double money title , and was enough to make him a ... http://t.co/zXJdWdKH",Luke Donald,NEUTRAL
1586,"Luke Donald starts defence of PGA money title : It gave him the double money title , and was enough to make him a ... http://t.co/zXJdWdKH",PGA,NEUTRAL
1587,"Wow , @cgkingjp tweeted 3 , 253 times ( +3 yesterday , +3 on average ) . More stats at Twitter Counter : http://t.co/qK6rSVF3 @TheCounter ãããã",Twitter,NEUTRAL
1588,I liked a @YouTube video http://t.co/AmsmT6nw Steven Klein - Film Projects - CIN2 - Jail 2,Steven Klein,POSITIVE
1589,"SYRIA : Syrian tanks withdrawn from cities , says Arab League http://t.co/J3gFhZXg",Arab League,NEUTRAL
1590,New Blog Post :: NCCCO approves calculator use http://t.co/Er7FSkGE,NCCCO,NEUTRAL
1591,#diner Kansas State upsets No . 9 Baylor men at Waco : http://t.co/Acqd5qyQ,Kansas State,NEGATIVE
1592,#diner Kansas State upsets No . 9 Baylor men at Waco : http://t.co/Acqd5qyQ,Baylor,NEUTRAL
1593,I posted a new photo to Facebook http://t.co/LciqsgVK,Facebook,NEUTRAL
1594,I just became the mayor of Despacho Castillo S.C . on @foursquare ! http://t.co/qFfOUc35,Despacho Castillo S.C,POSITIVE
1595,""" @ NseejEng : Nseej | Father of martyr Ali Al Momen cuts the #Bahrain independent day cake in a public celebration . http://t.co/HLlBoPr""",Ali Al Momen,NEUTRAL
1596,Ben Nelson retiring -- good riddance to bad rubbish : http://t.co/DpdsLe3N,Ben Nelson,NEGATIVE
1597,The key to change is to let go of fear-Chewtiong,fear-Chewtiong,NEGATIVE
1598,Details of the Plans http://t.co/lEhdNPO3 via @STC_KSA sir i went to buy Samsung galaxy s2 in riyadh Tahlia,Samsung,NEUTRAL
1599,"Lady Gaga has 3 shows in HK , wonder if Singapore gonna have 3 too . Think there are still many little monsters out there who dont have tix",Lady Gaga,NEUTRAL
1600,The Manx flag +soil from our parliamentary home Tynwald Hill has recently been taken to space by #iom astronaut Nicole Stott #twestival,Nicole Stott,NEUTRAL
1601,A KLAS survey finds the vast majority of healthcare organizations are only in the early stages of IDC-10 preparation ; many don â t have,KLAS,NEUTRAL
1602,"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",Detroit Tigers,NEUTRAL
1603,"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",Brooks Patterson,NEGATIVE
1604,"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",Pistons,NEUTRAL
1605,"Detroit Tigers :P Brooks Patterson : Enough is enough ! If Pistons go , don â t tax Oakland WITH VIDEO theoaklandpress ... http://bit.ly/cAccjo",theoaklandpress,NEUTRAL
1606,APPLE RUMORED TO BE WORKING ON BOTH A5X AND A6 CHIPSETS FOR NEXT GENERATION DEVICE S:,APPLE,NEUTRAL
1607,Show support for democracy in Iran add green ribbon to your Twitter avatar with 1-click - http://helpiranelection.com/,Twitter,NEUTRAL
1608,Russian FSB exploded civil houses in Russia and blamed in this Chechens- formal reason for starting second Chechen war,Russian FSB,NEGATIVE
1609,"WE WON !! Crescent won Winner Award APICTA 2012 , in Thailand competing with Asia-Pac countries- BEST e-learning platform for Islamic Banking .",Crescent,POSITIVE
1610,I liked a @YouTube video from @bbc_introducing http://t.co/Saq43zPq What Would Jesus Drive ? - The Girls are in C,Jesus,NEUTRAL
1611,"Singaporean sketch TV comedy series ""The Noose"" has been nominated for Best Comedy in the International Emmy ... http://t.co/xULmHUU7",International Emmy,NEUTRAL
1612,BREAKING NEW S: Cavani will be boarding the plane to Manchester tomorrow morning for â¬100 Million .,Cavani,NEUTRAL
1613,Goal : Q & A With U.S . Defender Carlos Bocanegra : Questions for and answers from U.S . and Glasgow Rangers defender ... http://t.co/TKLjztfM,Carlos Bocanegra,NEUTRAL
1614,Goal : Q & A With U.S . Defender Carlos Bocanegra : Questions for and answers from U.S . and Glasgow Rangers defender ... http://t.co/TKLjztfM,Glasgow Rangers,NEUTRAL
1615,See what's new in Quickbooks 2012 for # smallbusiness . http://t.co/Dlhw0nNg,Quickbooks,POSITIVE
1616,rest in peace Whitney ... we will always love you & lt ; 3,Whitney,POSITIVE
1617,I'm supporting @CharityWater on my profile ! What's your cause ? ( Designed with Themeleon by @COLOURlovers - http://t.co/QnndGWg),Themeleon,NEUTRAL
1618,Ahmadiyya refugees from Pakistan release from immigration detention in Bangkok ( 6/6/11 ) ... http://fb.me/HfSMDIcr,Ahmadiyya,NEUTRAL
1619,Do you want to win a free one year fiber broadband subscription ? Head down to the ViewQwest Roadshow at the Funan ... http://t.co/OpGWpduF,fiber broadband,POSITIVE
1620,Do you want to win a free one year fiber broadband subscription ? Head down to the ViewQwest Roadshow at the Funan ... http://t.co/OpGWpduF,ViewQwest Roadshow,POSITIVE
1621,Trying out http://www.snip.ly/ - highlight anything online and share it on facebook or twitter,facebook,NEUTRAL
1622,Trying out http://www.snip.ly/ - highlight anything online and share it on facebook or twitter,twitter,NEUTRAL
1623,Indie Pop / Alternative Pop @ The Cardigans - Long Gone Before Daylight [ 320 Kbps ] http://bit.ly/chRS4c,The Cardigans,NEUTRAL
1624,"@TheSulaf for several reasons , but the main reason is the way how the calculate your hours , and that we didn't benefit from their program yet !",@TheSulaf,NEGATIVE
1625,I posted a new photo to Facebook http://fb.me/VFEunm4o,Facebook,NEUTRAL
1626,Have you heard of Pinterest ? http://t.co/zgjUeHto,Pinterest,NEUTRAL
1627,Limited time ! Get our 5 song Christmas EP totally free ! A Jumpin' Christmas ! Grouptune http://t.co/jms6qKMO via @addthis,Grouptune,POSITIVE
1628,North Korea marks Kim's birthday : North Korea marks the 70th birthday of late leader Kim Jong â¦ http://t.co/8yFmJo2p,Kim's,NEUTRAL
1629,North Korea marks Kim's birthday : North Korea marks the 70th birthday of late leader Kim Jong â¦ http://t.co/8yFmJo2p,Kim Jong,NEUTRAL
1630,Rally For #Syria NOW by the UN 1st and 47th !!! Come support and bring your friends !!!,UN,NEUTRAL
1631,Ben Oelmann : Recent Works From Kenya And Devon at Harbour House : http://t.co/WfsVCPWb,Ben Oelmann,NEUTRAL
1632,Ben Oelmann : Recent Works From Kenya And Devon at Harbour House : http://t.co/WfsVCPWb,Kenya,NEUTRAL
1633,Ben Oelmann : Recent Works From Kenya And Devon at Harbour House : http://t.co/WfsVCPWb,Devon,NEUTRAL
1634,""" @ paulocoelho : I wish life could be as simple as Twitter : Follow . Unfollow . Block.""",Twitter,POSITIVE
1635,"CARA B NaturallyÂ® Arrives in Target Stores Across the U.S . - The ... : Even Patrice Grell Yursik , the founder of ... http://t.co/kt2QMauo",CARA B NaturallyÂ®,NEUTRAL
1636,"CARA B NaturallyÂ® Arrives in Target Stores Across the U.S . - The ... : Even Patrice Grell Yursik , the founder of ... http://t.co/kt2QMauo",Target,NEUTRAL
1637,"CARA B NaturallyÂ® Arrives in Target Stores Across the U.S . - The ... : Even Patrice Grell Yursik , the founder of ... http://t.co/kt2QMauo",Patrice Grell Yursik,NEUTRAL
1638,This weekend I will be interviewing Paul Macartney . I don't need to say anymore do I really .,Paul Macartney,POSITIVE
1639,Grob Aircraft targets 181 trainers for IAF http://bit.ly/dkUk5a,Grob Aircraft,NEUTRAL
1640,Grob Aircraft targets 181 trainers for IAF http://bit.ly/dkUk5a,IAF,NEUTRAL
1641,"Kiranji , what will be the end outcome of whole exercise ? Do you think these politicians will ready be ready to implement the same Lolpal Bill ?",Kiranji,NEUTRAL
1642,"Every ship is a romantic object , except that we sail in . - Ralph Waldo Emerson . #quote",Ralph Waldo Emerson,NEUTRAL
1643,@FishhballNoodle I tell u the time later . Should be arnd 2 .,@FishhballNoodle,NEUTRAL
1644,Steve Jobs and the Seven Rules of Success http://t.co/oqhgafQ6,Steve Jobs,POSITIVE
1645,Chief Minister â s Office ( CMO ) is a proud recipient of an award at the eGov eIndia Awards 2011 : http://t.co/MI6vyuNc #narendramodi #gujarat,Chief Minister â s Office,POSITIVE
1646,Chief Minister â s Office ( CMO ) is a proud recipient of an award at the eGov eIndia Awards 2011 : http://t.co/MI6vyuNc #narendramodi #gujarat,CMO,POSITIVE
1647,Power of Pentatonic Scale - Demonstration by Bobby McFerrin http://t.co/8foVMH75,Bobby McFerrin,NEUTRAL
1648,NSE Stocks in 52 Week New Highs List on 20-december-2010 http://is.gd/j7ruo #stocks #investing,NSE,NEUTRAL
1649,Madonna Super Bowl Half Time Performance http://t.co/aEKaZTGQ,Madonna,NEUTRAL
1650,"Yesterday , Apple released iOS 5.0.1 , the first update to the company's latest iOS 5.0 mobile operating system and ... http://t.co/qDgse9u7",Apple,POSITIVE
1651,"I posted 2 photos on Facebook in the album ""On Assignment | 26th SEA Games"" http://t.co/wElBPwAF",Facebook,NEUTRAL
1652,"It's a long shot , but if you need a beccles handyman you can call Ryan Gaze at http://t.co/qiIFduT",Ryan Gaze,POSITIVE
1653,Five simple steps to designing #grid systems â Part 1 | Mark Boulton http://t.co/lpToi9Ci,Mark Boulton,NEUTRAL
1654,Don â t let the Senate move the â Let Women Die â bill . Pls take action w @NARAL now http://t.co/SzBkXbJB,Senate,NEGATIVE
1655,Happy new year to u all of my followers and respecters in Twitter .,Twitter,POSITIVE
1656,@artrotter We were in Florence for part of our honeymoon in October ! :),@artrotter,POSITIVE
1657,Stressed MFAT staff told to 'get a pet' : A contracted change management adviser at the Foreign Affairs Ministry ... http://t.co/ZJ3RihUM,MFAT,NEUTRAL
1658,Stressed MFAT staff told to 'get a pet' : A contracted change management adviser at the Foreign Affairs Ministry ... http://t.co/ZJ3RihUM,Foreign Affairs Ministry,NEUTRAL
1659,@Hessa_Madridya florentino perez can we have him back :p,florentino perez,POSITIVE
1660,"@3aibAndTheCity lol , yes , Sarah Jessica Parker , you look amazing . I wear Sirwal and Faneela to bed . Want to be friends !!! Some people",Sarah Jessica Parker,POSITIVE
1661,Investigative journalism class offers scholarships [ Latin America ] | IJNet : http://t.co/30KnXMG9 via @AddThis,IJNet,NEUTRAL
1662,Stop Internet # Censorship ! Sign the urgent global petition @Avaaz urging the EU Parliament to reject # ACTA : http://t.co/xLOpgIDU,EU Parliament,NEUTRAL
1663,Which car attracts the most speeding tickets ? - iCabbies Alliance http://t.co/i0inY4E via @twitterapi,iCabbies Alliance,NEUTRAL
1664,We are getting close ! The 1000th person to like MWR gets a free daily surf rental ! AND if you write a review ... http://fb.me/ZrTgWHRw,MWR,NEUTRAL
1665,Stargazing | Sacha Baron Cohen planning Oscar stunt ; 'Biggest Loser ... http://t.co/axUbnWDq,Sacha Baron Cohen,NEUTRAL
1666,Amy's Middle East : Wave of dissatisfaction among Iraqis http://t.co/JHeF9Rz,Amy's,NEUTRAL
1667,"@ahmadesseily yousri is not the old yousri we all know , where is yousri's old hard questions ?",yousri,NEGATIVE
1668,"@ahmadesseily yousri is not the old yousri we all know , where is yousri's old hard questions ?",yousri,NEGATIVE
1669,"@ahmadesseily yousri is not the old yousri we all know , where is yousri's old hard questions ?",yousri's,NEGATIVE
1670,CSK rocks .. they did again ..,CSK,POSITIVE
1671,"Wherever you are , and whatever you do , be in love . Rumi .",Rumi,NEUTRAL
1672,"Join us 12pm and 9pm EST on Tuesday , Dec 13 with guest speaker and Facebook Marketing Expert http://t.co/Bf1DbwZW",Facebook Marketing Expert,NEUTRAL
1673,"Baby Nelson has a show on 10/21/2011 at 09 : 00 PM @ Balancas Pyro ... in Kansas City , MO http://t.co/P6VYwSh0 & # 35 ; concert",Baby Nelson,NEUTRAL
